CUST_ID,P_ACQ_1,ETHNICITY
10001054,0.0234,Lemon
10001055,0.0186,Lemon
10001056,0.0369,Orange
10001057,0.0223,Apple
10001058,0.0214,Lemon
10001059,0.0214,Lemon
10001060,0.0188,Lemon
10001061,0.0175,Lemon
10001062,0.019,Orange
10001063,0.0335,Apple
10001064,0.0144,Apple
10001065,0.0232,Apple
10001066,0.0299,Lemon
10001067,0.0248,Lemon
10001068,0.0255,Orange
10001069,0.0136,Orange
10001070,0.0312,Orange
10001071,0.0307,Lemon
10001072,0.0042,Lemon
10001073,0.0302,Orange
10001074,0.0186,Orange
10001075,0.0282,Lemon
10001076,0.0011,Apple
10001077,0.0317,Lemon
10001078,0.0332,Lemon
10001079,0.0241,Lemon
10001080,0.0157,Orange
10001081,0.0345,Lemon
10001082,0.0316,Lemon
10001083,0.0194,Apple
10001084,0.0373,Orange
10001085,0.006,Apple
10001086,0.0309,Orange
10001087,0.0271,Orange
10001088,0.0134,Lemon
10001089,0.0305,Apple
10001090,0.022,Apple
10001091,0.0334,Orange
10001092,0.0014,Lemon
10001093,0.0177,Apple
10001094,0.0087,Orange
10001095,0.0243,Apple
10001096,0.0366,Apple
10001097,0.0065,Lemon
10001098,0.016,Lemon
10001099,0.0034,Orange
10001100,0.0195,Orange
10001101,0.0066,Orange
10001102,0.0186,Apple
10001103,0.0064,Orange
10001104,0.0315,Apple
10001105,0.0039,Lemon
10001106,0.0325,Lemon
10001107,0.0175,Lemon
10001108,0.0297,Orange
10001109,0.0343,Apple
10001110,0.0167,Apple
10001111,0.0365,Lemon
10001112,0.0343,Orange
10001113,0.0291,Apple
10001114,0.0036,Orange
10001115,0.014,Orange
10001116,0.0365,Apple
10001117,0.0107,Lemon
10001118,0.0343,Orange
10001119,0.0244,Lemon
10001120,0.0203,Lemon
10001121,0.0277,Orange
10001122,0.0212,Apple
10001123,0.0333,Lemon
10001124,0.0035,Orange
10001125,0.0348,Orange
10001126,0.0025,Orange
10001127,0.0364,Orange
10001128,0.0232,Apple
10001129,0.0293,Orange
10001130,0.0258,Lemon
10001131,0.0254,Apple
10001132,0.0252,Orange
10001133,0.0076,Apple
10001134,0.0282,Lemon
10001135,0.0084,Lemon
10001136,0.0072,Apple
10001137,0.0246,Lemon
10001138,0.0165,Lemon
10001139,0.0307,Apple
10001140,0.0195,Lemon
10001141,0.0162,Lemon
10001142,0.031,Apple
10001143,0.0159,Lemon
10001144,0.0014,Orange
10001145,0.0177,Apple
10001146,0.0103,Orange
10001147,0.0052,Orange
10001148,0.0054,Lemon
10001149,0.0097,Apple
10001150,0.005,Orange
10001151,0.0122,Lemon
10001152,0.0292,Apple
10001153,0.0139,Apple
10001154,0.0089,Apple
10001155,0.0149,Apple
10001156,0.0081,Apple
10001157,0.0349,Apple
10001158,0.0336,Orange
10001159,0.0362,Lemon
10001160,0.03,Lemon
10001161,0.0199,Apple
10001162,0.0276,Apple
10001163,0.0185,Orange
10001164,0.0212,Orange
10001165,0.0002,Orange
10001166,0.0144,Orange
10001167,0.0024,Apple
10001168,0.0026,Apple
10001169,0.032,Apple
10001170,0.0336,Orange
10001171,0.0225,Lemon
10001172,0.011,Apple
10001173,0.0008,Lemon
10001174,0.0273,Lemon
10001175,0.0323,Apple
10001176,0.025,Orange
10001177,0.0265,Lemon
10001178,0.0286,Orange
10001179,0.0365,Apple
10001180,0.0046,Lemon
10001181,0.0321,Orange
10001182,0.0219,Orange
10001183,0.003,Lemon
10001184,0.0003,Apple
10001185,0.0252,Apple
10001186,0.0251,Orange
10001187,0.0319,Lemon
10001188,0.0026,Orange
10001189,0.0261,Apple
10001190,0.0295,Orange
10001191,0.0099,Lemon
10001192,0.0332,Apple
10001193,0.0313,Orange
10001194,0.0134,Orange
10001195,0.0095,Orange
10001196,0.007,Orange
10001197,0.0152,Orange
10001198,0.0391,Lemon
10001199,0.0108,Orange
10001200,0.0393,Lemon
10001201,0.0,Orange
10001202,0.02,Lemon
10001203,0.0353,Apple
10001204,0.0131,Orange
10001205,0.0113,Apple
10001206,0.0049,Lemon
10001207,0.0136,Apple
10001208,0.02,Apple
10001209,0.0278,Apple
10001210,0.0061,Apple
10001211,0.0292,Orange
10001212,0.0174,Apple
10001213,0.0003,Apple
10001214,0.0139,Apple
10001215,0.0231,Apple
10001216,0.0199,Orange
10001217,0.0011,Orange
10001218,0.0188,Apple
10001219,0.0284,Lemon
10001220,0.0129,Apple
10001221,0.0398,Orange
10001222,0.0181,Lemon
10001223,0.0124,Lemon
10001224,0.0387,Lemon
10001225,0.032,Orange
10001226,0.0067,Lemon
10001227,0.0375,Orange
10001228,0.0065,Lemon
10001229,0.0136,Apple
10001230,0.0042,Orange
10001231,0.028,Lemon
10001232,0.0374,Apple
10001233,0.0265,Lemon
10001234,0.0155,Lemon
10001235,0.0041,Orange
10001236,0.0372,Lemon
10001237,0.0054,Lemon
10001238,0.0193,Lemon
10001239,0.0274,Apple
10001240,0.0372,Orange
10001241,0.0107,Apple
10001242,0.0232,Lemon
10001243,0.019,Lemon
10001244,0.0005,Apple
10001245,0.0219,Lemon
10001246,0.0306,Orange
10001247,0.0202,Lemon
10001248,0.0385,Orange
10001249,0.0161,Orange
10001250,0.0201,Orange
10001251,0.0309,Apple
10001252,0.0135,Apple
10001253,0.0171,Apple
10001254,0.0377,Lemon
10001255,0.0369,Lemon
10001256,0.0016,Orange
10001257,0.0037,Lemon
10001258,0.0247,Orange
10001259,0.0029,Lemon
10001260,0.0353,Apple
10001261,0.0307,Apple
10001262,0.0207,Apple
10001263,0.0141,Apple
10001264,0.0039,Orange
10001265,0.0352,Orange
10001266,0.0395,Apple
10001267,0.0356,Orange
10001268,0.021,Lemon
10001269,0.0312,Apple
10001270,0.0103,Orange
10001271,0.0111,Apple
10001272,0.033,Apple
10001273,0.0335,Orange
10001274,0.0327,Orange
10001275,0.01,Orange
10001276,0.0065,Lemon
10001277,0.0353,Lemon
10001278,0.0182,Apple
10001279,0.0354,Lemon
10001280,0.024,Apple
10001281,0.0327,Apple
10001282,0.0042,Lemon
10001283,0.0151,Lemon
10001284,0.0214,Apple
10001285,0.0086,Apple
10001286,0.0178,Apple
10001287,0.0085,Apple
10001288,0.0146,Orange
10001289,0.018,Apple
10001290,0.0227,Apple
10001291,0.0304,Orange
10001292,0.0324,Apple
10001293,0.0243,Apple
10001294,0.034,Lemon
10001295,0.0259,Orange
10001296,0.0213,Apple
10001297,0.0271,Orange
10001298,0.0361,Apple
10001299,0.0396,Apple
10001300,0.0096,Lemon
10001301,0.0086,Lemon
10001302,0.0253,Apple
10001303,0.0331,Lemon
10001304,0.0105,Apple
10001305,0.0074,Orange
10001306,0.004,Lemon
10001307,0.0126,Lemon
10001308,0.0372,Apple
10001309,0.0344,Apple
10001310,0.0359,Lemon
10001311,0.0091,Orange
10001312,0.021,Orange
10001313,0.0276,Lemon
10001314,0.0129,Orange
10001315,0.0215,Lemon
10001316,0.0263,Apple
10001317,0.0165,Apple
10001318,0.0046,Lemon
10001319,0.0257,Orange
10001320,0.0104,Apple
10001321,0.0301,Orange
10001322,0.033,Orange
10001323,0.0161,Lemon
10001324,0.0142,Orange
10001325,0.006,Orange
10001326,0.0049,Orange
10001327,0.0116,Orange
10001328,0.0096,Lemon
10001329,0.01,Orange
10001330,0.0154,Orange
10001331,0.0172,Apple
10001332,0.0377,Apple
10001333,0.0295,Apple
10001334,0.0161,Apple
10001335,0.0272,Lemon
10001336,0.0005,Apple
10001337,0.0374,Apple
10001338,0.0288,Orange
10001339,0.0245,Lemon
10001340,0.022,Orange
10001341,0.0241,Apple
10001342,0.0124,Orange
10001343,0.0315,Lemon
10001344,0.0295,Orange
10001345,0.0041,Apple
10001346,0.0204,Orange
10001347,0.0134,Apple
10001348,0.0041,Lemon
10001349,0.0237,Orange
10001350,0.0181,Lemon
10001351,0.0143,Apple
10001352,0.0138,Apple
10001353,0.0021,Orange
10001354,0.0228,Orange
10001355,0.0139,Orange
10001356,0.0242,Apple
10001357,0.0384,Lemon
10001358,0.032,Lemon
10001359,0.0131,Lemon
10001360,0.025,Orange
10001361,0.0397,Orange
10001362,0.016,Orange
10001363,0.0165,Apple
10001364,0.0115,Lemon
10001365,0.0039,Orange
10001366,0.0042,Lemon
10001367,0.0084,Lemon
10001368,0.0172,Lemon
10001369,0.0029,Lemon
10001370,0.0289,Apple
10001371,0.0061,Apple
10001372,0.026,Lemon
10001373,0.0226,Orange
10001374,0.0276,Apple
10001375,0.0092,Lemon
10001376,0.0145,Lemon
10001377,0.0264,Orange
10001378,0.015,Orange
10001379,0.0316,Apple
10001380,0.0285,Apple
10001381,0.0206,Lemon
10001382,0.0127,Orange
10001383,0.0028,Apple
10001384,0.0033,Apple
10001385,0.0103,Apple
10001386,0.0075,Orange
10001387,0.0219,Apple
10001388,0.0132,Orange
10001389,0.0376,Orange
10001390,0.011,Lemon
10001391,0.0269,Orange
10001392,0.0371,Lemon
10001393,0.0376,Orange
10001394,0.0056,Orange
10001395,0.0368,Apple
10001396,0.0181,Orange
10001397,0.0372,Apple
10001398,0.0046,Lemon
10001399,0.0174,Apple
10001400,0.029,Lemon
10001401,0.0107,Lemon
10001402,0.0371,Apple
10001403,0.0383,Apple
10001404,0.0385,Orange
10001405,0.0221,Orange
10001406,0.0012,Apple
10001407,0.0291,Orange
10001408,0.0119,Orange
10001409,0.0308,Apple
10001410,0.0172,Lemon
10001411,0.0317,Lemon
10001412,0.023,Apple
10001413,0.0029,Apple
10001414,0.0088,Orange
10001415,0.0042,Lemon
10001416,0.0365,Lemon
10001417,0.0398,Apple
10001418,0.025,Apple
10001419,0.0202,Apple
10001420,0.0272,Apple
10001421,0.0296,Orange
10001422,0.015,Lemon
10001423,0.0115,Lemon
10001424,0.0127,Orange
10001425,0.0253,Orange
10001426,0.0196,Orange
10001427,0.0279,Orange
10001428,0.0008,Orange
10001429,0.0062,Apple
10001430,0.0054,Lemon
10001431,0.0131,Lemon
10001432,0.0387,Apple
10001433,0.0068,Apple
10001434,0.0122,Orange
10001435,0.0113,Apple
10001436,0.03,Apple
10001437,0.0133,Orange
10001438,0.0326,Lemon
10001439,0.0017,Lemon
10001440,0.0132,Orange
10001441,0.0156,Orange
10001442,0.0265,Apple
10001443,0.013,Apple
10001444,0.0082,Orange
10001445,0.0365,Apple
10001446,0.0141,Lemon
10001447,0.0115,Apple
10001448,0.0191,Orange
10001449,0.0174,Apple
10001450,0.0065,Orange
10001451,0.0166,Apple
10001452,0.0236,Apple
10001453,0.0004,Apple
10001454,0.0082,Apple
10001455,0.0077,Lemon
10001456,0.0319,Apple
10001457,0.0172,Orange
10001458,0.0123,Lemon
10001459,0.0178,Apple
10001460,0.0216,Lemon
10001461,0.0085,Lemon
10001462,0.007,Apple
10001463,0.0372,Orange
10001464,0.034,Orange
10001465,0.0264,Lemon
10001466,0.0355,Orange
10001467,0.0301,Apple
10001468,0.0168,Lemon
10001469,0.0138,Lemon
10001470,0.0226,Apple
10001471,0.0323,Orange
10001472,0.0296,Apple
10001473,0.0047,Apple
10001474,0.0188,Lemon
10001475,0.0216,Orange
10001476,0.0012,Orange
10001477,0.0107,Orange
10001478,0.0245,Lemon
10001479,0.0031,Orange
10001480,0.0091,Apple
10001481,0.0397,Lemon
10001482,0.0038,Apple
10001483,0.016,Orange
10001484,0.0032,Apple
10001485,0.0345,Apple
10001486,0.0089,Lemon
10001487,0.0303,Orange
10001488,0.028,Apple
10001489,0.0291,Lemon
10001490,0.0307,Apple
10001491,0.0051,Lemon
10001492,0.0139,Apple
10001493,0.0338,Lemon
10001494,0.013,Orange
10001495,0.0076,Apple
10001496,0.0103,Orange
10001497,0.0041,Orange
10001498,0.0267,Apple
10001499,0.0192,Apple
10001500,0.0316,Apple
10001501,0.0233,Lemon
10001502,0.014,Orange
10001503,0.0327,Lemon
10001504,0.0398,Lemon
10001505,0.0192,Orange
10001506,0.0181,Orange
10001507,0.0088,Apple
10001508,0.0217,Apple
10001509,0.0197,Orange
10001510,0.0304,Orange
10001511,0.0339,Apple
10001512,0.0345,Lemon
10001513,0.0346,Lemon
10001514,0.0337,Apple
10001515,0.0083,Apple
10001516,0.0095,Apple
10001517,0.0166,Orange
10001518,0.0177,Lemon
10001519,0.0201,Orange
10001520,0.0061,Lemon
10001521,0.0259,Lemon
10001522,0.0343,Orange
10001523,0.0397,Lemon
10001524,0.0302,Apple
10001525,0.0398,Orange
10001526,0.0334,Orange
10001527,0.0324,Lemon
10001528,0.038,Lemon
10001529,0.0106,Lemon
10001530,0.0033,Orange
10001531,0.0358,Orange
10001532,0.0082,Apple
10001533,0.0185,Lemon
10001534,0.0352,Orange
10001535,0.0351,Lemon
10001536,0.004,Apple
10001537,0.0018,Orange
10001538,0.0384,Lemon
10001539,0.0346,Lemon
10001540,0.0184,Apple
10001541,0.0075,Lemon
10001542,0.0262,Apple
10001543,0.0356,Lemon
10001544,0.0373,Lemon
10001545,0.0371,Orange
10001546,0.0063,Orange
10001547,0.0081,Orange
10001548,0.0292,Apple
10001549,0.0119,Orange
10001550,0.0358,Apple
10001551,0.0241,Orange
10001552,0.0266,Apple
10001553,0.0384,Lemon
10001554,0.0035,Apple
10001555,0.0392,Orange
10001556,0.0206,Apple
10001557,0.0092,Lemon
10001558,0.0027,Lemon
10001559,0.0048,Apple
10001560,0.0382,Lemon
10001561,0.0147,Orange
10001562,0.0234,Apple
10001563,0.0269,Orange
10001564,0.0337,Orange
10001565,0.026,Orange
10001566,0.0211,Orange
10001567,0.0253,Orange
10001568,0.0248,Lemon
10001569,0.0123,Orange
10001570,0.0352,Apple
10001571,0.0373,Apple
10001572,0.0014,Lemon
10001573,0.0363,Lemon
10001574,0.0009,Lemon
10001575,0.0006,Apple
10001576,0.0034,Orange
10001577,0.022,Apple
10001578,0.0324,Apple
10001579,0.0374,Orange
10001580,0.0146,Orange
10001581,0.0368,Orange
10001582,0.0046,Orange
10001583,0.0193,Orange
10001584,0.007,Orange
10001585,0.0054,Lemon
10001586,0.0265,Orange
10001587,0.0161,Apple
10001588,0.0264,Orange
10001589,0.0137,Orange
10001590,0.022,Apple
10001591,0.021,Apple
10001592,0.0366,Orange
10001593,0.0274,Apple
10001594,0.0147,Orange
10001595,0.0043,Orange
10001596,0.0007,Apple
10001597,0.0298,Lemon
10001598,0.0281,Orange
10001599,0.0122,Orange
10001600,0.0225,Orange
10001601,0.0224,Apple
10001602,0.0252,Lemon
10001603,0.0366,Apple
10001604,0.0116,Apple
10001605,0.0171,Apple
10001606,0.0163,Lemon
10001607,0.0129,Apple
10001608,0.0279,Apple
10001609,0.0078,Orange
10001610,0.0191,Lemon
10001611,0.0051,Apple
10001612,0.0182,Lemon
10001613,0.0051,Apple
10001614,0.0265,Lemon
10001615,0.0202,Apple
10001616,0.0299,Apple
10001617,0.0388,Orange
10001618,0.0225,Lemon
10001619,0.0397,Orange
10001620,0.0055,Lemon
10001621,0.0351,Apple
10001622,0.0235,Lemon
10001623,0.0256,Apple
10001624,0.0006,Lemon
10001625,0.0352,Apple
10001626,0.0058,Lemon
10001627,0.0242,Lemon
10001628,0.0197,Apple
10001629,0.0264,Apple
10001630,0.0238,Apple
10001631,0.0011,Lemon
10001632,0.0305,Orange
10001633,0.0002,Apple
10001634,0.0019,Lemon
10001635,0.0109,Apple
10001636,0.0149,Orange
10001637,0.0081,Lemon
10001638,0.0167,Lemon
10001639,0.0309,Orange
10001640,0.0279,Apple
10001641,0.0096,Apple
10001642,0.0256,Apple
10001643,0.0278,Orange
10001644,0.0155,Lemon
10001645,0.0138,Orange
10001646,0.0378,Lemon
10001647,0.0253,Orange
10001648,0.0055,Apple
10001649,0.0281,Lemon
10001650,0.0194,Lemon
10001651,0.0222,Apple
10001652,0.0367,Orange
10001653,0.0331,Apple
10001654,0.0083,Lemon
10001655,0.0107,Lemon
10001656,0.0072,Apple
10001657,0.0344,Lemon
10001658,0.025,Orange
10001659,0.0185,Lemon
10001660,0.027,Apple
10001661,0.0335,Lemon
10001662,0.0299,Apple
10001663,0.0147,Orange
10001664,0.0022,Orange
10001665,0.0258,Orange
10001666,0.0382,Lemon
10001667,0.0233,Orange
10001668,0.0135,Lemon
10001669,0.0332,Apple
10001670,0.0125,Orange
10001671,0.0196,Apple
10001672,0.0311,Apple
10001673,0.0176,Lemon
10001674,0.0144,Apple
10001675,0.0125,Lemon
10001676,0.0122,Orange
10001677,0.0171,Orange
10001678,0.0038,Lemon
10001679,0.0036,Orange
10001680,0.0191,Orange
10001681,0.0034,Lemon
10001682,0.0235,Apple
10001683,0.0141,Apple
10001684,0.0239,Apple
10001685,0.0262,Apple
10001686,0.0354,Orange
10001687,0.0099,Apple
10001688,0.0329,Orange
10001689,0.0375,Orange
10001690,0.008,Lemon
10001691,0.0226,Lemon
10001692,0.0373,Lemon
10001693,0.0247,Orange
10001694,0.0191,Apple
10001695,0.0337,Orange
10001696,0.0089,Lemon
10001697,0.025,Lemon
10001698,0.0012,Orange
10001699,0.0301,Orange
10001700,0.0286,Orange
10001701,0.0002,Apple
10001702,0.0249,Apple
10001703,0.0083,Lemon
10001704,0.0295,Lemon
10001705,0.0158,Orange
10001706,0.0165,Orange
10001707,0.0047,Orange
10001708,0.0017,Orange
10001709,0.0222,Apple
10001710,0.0099,Lemon
10001711,0.0265,Apple
10001712,0.0028,Lemon
10001713,0.0342,Lemon
10001714,0.0019,Lemon
10001715,0.012,Lemon
10001716,0.0049,Lemon
10001717,0.0242,Orange
10001718,0.0383,Orange
10001719,0.0004,Apple
10001720,0.0002,Lemon
10001721,0.0149,Lemon
10001722,0.0127,Lemon
10001723,0.0328,Apple
10001724,0.0258,Orange
10001725,0.0385,Lemon
10001726,0.0165,Orange
10001727,0.0267,Orange
10001728,0.0345,Apple
10001729,0.0364,Orange
10001730,0.021,Orange
10001731,0.0269,Apple
10001732,0.0031,Apple
10001733,0.0107,Lemon
10001734,0.0193,Orange
10001735,0.0019,Apple
10001736,0.003,Orange
10001737,0.0065,Orange
10001738,0.0021,Orange
10001739,0.0265,Orange
10001740,0.0344,Lemon
10001741,0.0043,Apple
10001742,0.0334,Lemon
10001743,0.0315,Orange
10001744,0.0163,Apple
10001745,0.0328,Orange
10001746,0.0129,Apple
10001747,0.0102,Orange
10001748,0.0195,Orange
10001749,0.0084,Orange
10001750,0.0097,Apple
10001751,0.03,Orange
10001752,0.0332,Lemon
10001753,0.0308,Lemon
10001754,0.0256,Orange
10001755,0.0087,Lemon
10001756,0.0052,Lemon
10001757,0.0127,Lemon
10001758,0.0001,Apple
10001759,0.0305,Orange
10001760,0.0047,Apple
10001761,0.0154,Apple
10001762,0.021,Lemon
10001763,0.0106,Orange
10001764,0.0062,Orange
10001765,0.0193,Orange
10001766,0.0387,Apple
10001767,0.028,Apple
10001768,0.0202,Lemon
10001769,0.0209,Orange
10001770,0.0131,Orange
10001771,0.0256,Apple
10001772,0.0086,Lemon
10001773,0.0161,Apple
10001774,0.0058,Lemon
10001775,0.0343,Orange
10001776,0.0098,Apple
10001777,0.0367,Lemon
10001778,0.0217,Lemon
10001779,0.0003,Lemon
10001780,0.0174,Orange
10001781,0.0227,Lemon
10001782,0.0221,Orange
10001783,0.0275,Apple
10001784,0.0048,Orange
10001785,0.0088,Apple
10001786,0.0016,Lemon
10001787,0.0189,Apple
10001788,0.0136,Apple
10001789,0.0054,Orange
10001790,0.0334,Orange
10001791,0.038,Apple
10001792,0.0343,Orange
10001793,0.024,Orange
10001794,0.0119,Apple
10001795,0.0144,Orange
10001796,0.0197,Apple
10001797,0.0011,Lemon
10001798,0.0396,Apple
10001799,0.0243,Lemon
10001800,0.0079,Lemon
10001801,0.0105,Apple
10001802,0.0208,Apple
10001803,0.0338,Orange
10001804,0.0297,Orange
10001805,0.0026,Lemon
10001806,0.0306,Lemon
10001807,0.0082,Apple
10001808,0.0257,Orange
10001809,0.0098,Orange
10001810,0.0169,Apple
10001811,0.0126,Orange
10001812,0.0323,Lemon
10001813,0.0133,Lemon
10001814,0.0253,Lemon
10001815,0.0198,Lemon
10001816,0.027,Apple
10001817,0.0322,Lemon
10001818,0.037,Apple
10001819,0.0324,Lemon
10001820,0.0044,Orange
10001821,0.0322,Orange
10001822,0.0375,Apple
10001823,0.008,Orange
10001824,0.0226,Lemon
10001825,0.0247,Apple
10001826,0.0243,Lemon
10001827,0.0127,Lemon
10001828,0.0117,Lemon
10001829,0.0088,Lemon
10001830,0.0274,Lemon
10001831,0.0032,Orange
10001832,0.0242,Apple
10001833,0.0273,Apple
10001834,0.008,Orange
10001835,0.0296,Apple
10001836,0.0039,Lemon
10001837,0.008,Orange
10001838,0.0042,Orange
10001839,0.0036,Lemon
10001840,0.0148,Lemon
10001841,0.03,Orange
10001842,0.0318,Apple
10001843,0.0118,Lemon
10001844,0.0382,Apple
10001845,0.0218,Apple
10001846,0.029,Orange
10001847,0.0208,Orange
10001848,0.0009,Orange
10001849,0.0006,Orange
10001850,0.0,Orange
10001851,0.0231,Apple
10001852,0.0195,Apple
10001853,0.0151,Lemon
10001854,0.0238,Apple
10001855,0.0328,Lemon
10001856,0.026,Apple
10001857,0.0136,Apple
10001858,0.022,Apple
10001859,0.0399,Orange
10001860,0.0395,Lemon
10001861,0.0049,Lemon
10001862,0.0076,Lemon
10001863,0.0354,Lemon
10001864,0.0003,Lemon
10001865,0.0307,Lemon
10001866,0.0109,Apple
10001867,0.0117,Lemon
10001868,0.0247,Lemon
10001869,0.0264,Apple
10001870,0.0093,Orange
10001871,0.0224,Lemon
10001872,0.004,Apple
10001873,0.0157,Lemon
10001874,0.0162,Lemon
10001875,0.0383,Apple
10001876,0.0046,Lemon
10001877,0.0094,Apple
10001878,0.0303,Orange
10001879,0.0248,Orange
10001880,0.0249,Apple
10001881,0.0246,Orange
10001882,0.0386,Orange
10001883,0.0021,Orange
10001884,0.0066,Lemon
10001885,0.0233,Apple
10001886,0.0244,Apple
10001887,0.02,Orange
10001888,0.0283,Apple
10001889,0.0214,Lemon
10001890,0.024,Lemon
10001891,0.0147,Apple
10001892,0.0169,Orange
10001893,0.0143,Orange
10001894,0.037,Lemon
10001895,0.0342,Orange
10001896,0.0023,Apple
10001897,0.0049,Lemon
10001898,0.0326,Apple
10001899,0.0052,Orange
10001900,0.0086,Lemon
10001901,0.0348,Lemon
10001902,0.0185,Lemon
10001903,0.0171,Lemon
10001904,0.0188,Lemon
10001905,0.008,Lemon
10001906,0.0334,Lemon
10001907,0.0127,Orange
10001908,0.0125,Apple
10001909,0.0072,Apple
10001910,0.0373,Apple
10001911,0.0127,Apple
10001912,0.0069,Orange
10001913,0.0055,Lemon
10001914,0.0386,Apple
10001915,0.0003,Lemon
10001916,0.0029,Orange
10001917,0.0228,Lemon
10001918,0.0324,Lemon
10001919,0.0027,Apple
10001920,0.0312,Apple
10001921,0.0235,Apple
10001922,0.0261,Lemon
10001923,0.0393,Apple
10001924,0.0176,Orange
10001925,0.0019,Lemon
10001926,0.0095,Lemon
10001927,0.0025,Apple
10001928,0.0207,Orange
10001929,0.0101,Apple
10001930,0.0019,Orange
10001931,0.0202,Orange
10001932,0.0262,Lemon
10001933,0.0007,Lemon
10001934,0.0383,Orange
10001935,0.0354,Orange
10001936,0.0388,Lemon
10001937,0.0023,Orange
10001938,0.0048,Lemon
10001939,0.0326,Apple
10001940,0.0071,Apple
10001941,0.0379,Orange
10001942,0.0294,Apple
10001943,0.001,Lemon
10001944,0.0378,Apple
10001945,0.0345,Lemon
10001946,0.0313,Lemon
10001947,0.015,Apple
10001948,0.0282,Lemon
10001949,0.0027,Apple
10001950,0.0167,Apple
10001951,0.0277,Lemon
10001952,0.0069,Lemon
10001953,0.0146,Apple
10001954,0.0116,Orange
10001955,0.0232,Orange
10001956,0.0064,Lemon
10001957,0.0081,Lemon
10001958,0.0265,Lemon
10001959,0.0076,Lemon
10001960,0.0144,Orange
10001961,0.0241,Orange
10001962,0.0249,Lemon
10001963,0.007,Apple
10001964,0.0139,Orange
10001965,0.0152,Lemon
10001966,0.0373,Lemon
10001967,0.0161,Apple
10001968,0.0117,Apple
10001969,0.0027,Orange
10001970,0.0091,Lemon
10001971,0.0264,Orange
10001972,0.0356,Orange
10001973,0.0141,Lemon
10001974,0.0237,Apple
10001975,0.003,Lemon
10001976,0.027,Apple
10001977,0.0052,Apple
10001978,0.0325,Lemon
10001979,0.0202,Lemon
10001980,0.0326,Apple
10001981,0.0065,Orange
10001982,0.0284,Apple
10001983,0.0199,Apple
10001984,0.0301,Apple
10001985,0.0089,Orange
10001986,0.0155,Orange
10001987,0.0129,Lemon
10001988,0.0228,Orange
10001989,0.0049,Orange
10001990,0.0384,Orange
10001991,0.0026,Lemon
10001992,0.0039,Apple
10001993,0.0267,Apple
10001994,0.0038,Orange
10001995,0.0213,Orange
10001996,0.0245,Lemon
10001997,0.0125,Lemon
10001998,0.0266,Lemon
10001999,0.0157,Apple
10002000,0.0153,Apple
10002001,0.01,Orange
10002002,0.0013,Apple
10002003,0.0343,Lemon
10002004,0.0169,Orange
10002005,0.0055,Lemon
10002006,0.0053,Apple
10002007,0.002,Lemon
10002008,0.0363,Orange
10002009,0.0098,Lemon
10002010,0.0287,Apple
10002011,0.0003,Orange
10002012,0.0254,Lemon
10002013,0.0183,Apple
10002014,0.0214,Apple
10002015,0.0266,Lemon
10002016,0.032,Apple
10002017,0.0397,Apple
10002018,0.0065,Apple
10002019,0.0361,Orange
10002020,0.0078,Orange
10002021,0.0068,Lemon
10002022,0.0093,Lemon
10002023,0.0357,Lemon
10002024,0.0147,Orange
10002025,0.0293,Lemon
